exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-2APR20-6375-C,2020-03-31 23:59:57.539,2020-04-01 00:00:00.327043,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,68.93,0.0245,18.9,85.79,0.02354151,81.76,SYN.BTC-2APR20,6422.3,0.56919,0.00124,1.5252,-46.76266,0.12801
deribit,BTC-10APR20-6500-P,2020-03-31 23:59:59.793,2020-04-01 00:00:00.341763,put,6500,2020-04-10 08:00:00,64.2,0.064,0.062,15.0,86.26,0.0655,15.0,91.75,0.05839772,80.62,SYN.BTC-10APR20,6417.53,-0.5138,0.00048,4.09157,-17.67141,-0.93899
deribit,BTC-24APR20-6500-C,2020-03-31 23:59:59.800,2020-04-01 00:00:00.341113,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0805,17.6,86.21,0.0845,32.7,90.18,0.08831113,93.97,SYN.BTC-24APR20,6409.16,0.52375,0.00026,6.45331,-12.99479,1.78405
deribit,BTC-24APR20-6500-P,2020-04-01 00:00:00.145,2020-04-01 00:00:00.341105,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1005,30.7,92.0,0.1035,15.0,94.98,0.10248524,93.98,SYN.BTC-24APR20,6409.16,-0.47625,0.00026,6.45331,-12.99569,-2.37121
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:00.900,2020-04-01 00:00:00.912870,put,6500,2020-04-10 08:00:00,64.2,0.064,0.062,15.0,86.28,0.065,15.0,90.99,0.05838048,80.64,SYN.BTC-10APR20,6417.72,-0.51369,0.00048,4.09173,-17.67534,-0.93884
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:12.531,2020-04-01 00:00:12.542275,call,6375,2020-04-02 08:00:00,1.6,0.021,0.021,11.0,70.74,0.0245,18.9,85.5,0.02362264,81.81,SYN.BTC-2APR20,6423.13,0.57019,0.00124,1.52471,-46.77383,0.12824
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:19.557,2020-04-01 00:00:19.568410,put,6500,2020-04-10 08:00:00,64.2,0.064,0.0615,15.0,85.69,0.065,25.0,91.17,0.0584818,80.95,SYN.BTC-10APR20,6419.04,-0.5128,0.00048,4.09287,-17.74972,-0.93771
deribit,BTC-24APR20-6500-P,2020-04-01 00:00:19.587,2020-04-01 00:00:19.599192,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1005,33.8,92.12,0.103,15.0,94.6,0.10230591,93.91,SYN.BTC-24APR20,6410.53,-0.47594,0.00026,6.45439,-12.98906,-2.36967
deribit,BTC-24APR20-6500-C,2020-04-01 00:00:22.258,2020-04-01 00:00:22.272292,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.081,12.0,86.44,0.0845,9.0,89.91,0.0884821,93.87,SYN.BTC-24APR20,6413.15,0.52472,0.00026,6.45638,-12.98686,1.78844
deribit,BTC-24APR20-6500-P,2020-04-01 00:00:22.469,2020-04-01 00:00:22.478497,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1,12.0,91.86,0.103,15.0,94.84,0.10207356,93.92,SYN.BTC-24APR20,6413.15,-0.47525,0.00026,6.45634,-12.99354,-2.36686
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:22.477,2020-04-01 00:00:22.488863,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0215,11.0,71.61,0.0245,0.4,84.29,0.02384162,81.51,SYN.BTC-2APR20,6426.52,0.57457,0.00124,1.52241,-46.5337,0.12929
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:22.507,2020-04-01 00:00:22.517763,put,6500,2020-04-10 08:00:00,64.2,0.064,0.0615,15.0,86.05,0.0645,15.0,90.75,0.05825487,80.96,SYN.BTC-10APR20,6421.66,-0.51154,0.00048,4.09494,-17.76074,-0.93564
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:24.469,2020-04-01 00:00:24.479484,put,6500,2020-04-10 08:00:00,64.2,0.064,0.061,15.0,85.46,0.0645,25.0,90.95,0.05821175,81.09,SYN.BTC-10APR20,6423.04,-0.51078,0.00048,4.09604,-17.79297,-0.93452
deribit,BTC-24APR20-6500-C,2020-04-01 00:00:27.897,2020-04-01 00:00:27.908731,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.081,32.8,86.14,0.085,11.0,90.12,0.08871859,93.81,SYN.BTC-24APR20,6417.5,0.52581,0.00026,6.45963,-12.98522,1.79317
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:28.503,2020-04-01 00:00:28.514999,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0215,11.0,70.01,0.025,0.4,84.85,0.02416256,81.31,SYN.BTC-2APR20,6430.8,0.58001,0.00124,1.5193,-46.32367,0.13058
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:28.583,2020-04-01 00:00:28.594911,put,6500,2020-04-10 08:00:00,64.2,0.064,0.061,15.0,85.86,0.064,15.0,90.57,0.05791148,81.02,SYN.BTC-10APR20,6425.97,-0.50943,0.00048,4.09826,-17.78814,-0.93224
deribit,BTC-24APR20-6500-P,2020-04-01 00:00:28.589,2020-04-01 00:00:28.604164,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1,12.0,92.25,0.1025,15.0,94.73,0.10170834,93.94,SYN.BTC-24APR20,6417.5,-0.47409,0.00026,6.45953,-13.00347,-2.36223
deribit,BTC-24APR20-6500-P,2020-04-01 00:00:29.064,2020-04-01 00:00:29.075052,put,6500,2020-04-24 08:00:00,343.9,0.103,0.0995,12.0,91.78,0.1025,15.0,94.76,0.10162826,93.9,SYN.BTC-24APR20,6417.89,-0.47403,0.00026,6.45985,-12.99785,-2.36177
deribit,BTC-3APR20-6500-P,2020-04-01 00:00:32.041,2020-04-01 00:00:32.052837,put,6500,2020-04-03 08:00:00,123.3,0.0295,0.031,0.3,79.64,0.033,20.5,85.96,0.03233044,83.84,SYN.BTC-3APR20,6433.79,-0.54746,0.00092,2.03735,-36.61456,-0.23839
deribit,BTC-24APR20-6500-C,2020-04-01 00:00:32.328,2020-04-01 00:00:32.342963,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0815,12.0,86.39,0.085,11.0,89.86,0.08892784,93.76,SYN.BTC-24APR20,6421.26,0.52676,0.00026,6.4623,-12.98471,1.7972
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:32.612,2020-04-01 00:00:32.622554,put,6500,2020-04-10 08:00:00,64.2,0.064,0.0605,15.0,85.59,0.064,15.0,91.07,0.05761842,81.07,SYN.BTC-10APR20,6429.61,-0.50765,0.00048,4.10082,-17.81095,-0.92929
deribit,BTC-3APR20-6500-P,2020-04-01 00:00:36.605,2020-04-01 00:00:36.618411,put,6500,2020-04-03 08:00:00,123.3,0.0295,0.031,0.3,80.14,0.0335,30.0,88.03,0.03208114,83.55,SYN.BTC-3APR20,6435.54,-0.5461,0.00092,2.03873,-36.51276,-0.2378
deribit,BTC-10APR20-6500-P,2020-04-01 00:00:36.683,2020-04-01 00:00:36.696379,put,6500,2020-04-10 08:00:00,64.2,0.064,0.0605,15.0,85.83,0.0645,30.0,92.1,0.05733511,80.92,SYN.BTC-10APR20,6431.37,-0.50692,0.00048,4.10208,-17.78323,-0.92793
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:38.337,2020-04-01 00:00:38.353095,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0215,11.0,68.28,0.0255,5.4,85.31,0.02465507,81.73,SYN.BTC-2APR20,6435.4,0.58536,0.00123,1.51565,-46.47497,0.13174
deribit,BTC-24APR20-6500-P,2020-04-01 00:00:43.922,2020-04-01 00:00:43.934807,put,6500,2020-04-24 08:00:00,343.9,0.103,0.0995,33.6,92.21,0.103,15.0,95.69,0.10113666,93.84,SYN.BTC-24APR20,6422.71,-0.47281,0.00026,6.46329,-12.9972,-2.35645
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:49.993,2020-04-01 00:00:50.002844,call,6375,2020-04-02 08:00:00,1.6,0.021,0.021,11.0,66.57,0.0255,16.4,85.72,0.02459198,81.87,SYN.BTC-2APR20,6434.28,0.58389,0.00123,1.51661,-46.58583,0.13139
deribit,BTC-3APR20-6500-P,2020-04-01 00:00:51.254,2020-04-01 00:00:51.263427,put,6500,2020-04-03 08:00:00,123.3,0.0295,0.031,0.3,79.46,0.034,30.3,88.94,0.03223585,83.37,SYN.BTC-3APR20,6433.17,-0.54845,0.00092,2.03654,-36.39229,-0.23874
deribit,BTC-3APR20-6500-P,2020-04-01 00:01:13.186,2020-04-01 00:01:13.219884,put,6500,2020-04-03 08:00:00,123.3,0.0295,0.0315,0.3,80.84,0.0335,8.9,87.16,0.03232133,83.44,SYN.BTC-3APR20,6432.48,-0.54903,0.00092,2.03596,-36.41379,-0.23898
deribit,BTC-24APR20-6500-P,2020-04-01 00:01:13.425,2020-04-01 00:01:13.438042,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1,32.7,92.46,0.1035,15.0,95.93,0.10131171,93.76,SYN.BTC-24APR20,6419.84,-0.47362,0.00026,6.46128,-12.98184,-2.35944
deribit,BTC-3APR20-6500-P,2020-04-01 00:01:13.676,2020-04-01 00:01:13.689280,put,6500,2020-04-03 08:00:00,123.3,0.0295,0.0315,0.3,80.84,0.034,30.0,88.74,0.03232133,83.44,SYN.BTC-3APR20,6432.48,-0.54903,0.00092,2.03596,-36.41379,-0.23898
deribit,BTC-24APR20-6500-C,2020-04-01 00:01:14.723,2020-04-01 00:01:14.735630,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0805,27.0,85.52,0.085,32.7,89.99,0.08881222,93.8,SYN.BTC-24APR20,6419.37,0.52629,0.00026,6.4609,-12.98727,1.79513
deribit,BTC-2APR20-6375-C,2020-04-01 00:01:14.879,2020-04-01 00:01:14.890149,call,6375,2020-04-02 08:00:00,1.6,0.021,0.021,29.5,67.21,0.025,11.0,84.21,0.02451426,82.31,SYN.BTC-2APR20,6432.61,0.5815,0.00122,1.51815,-46.88425,0.13081
deribit,BTC-24APR20-6500-C,2020-04-01 00:01:17.347,2020-04-01 00:01:17.357897,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0805,25.0,85.7,0.084,9.0,89.17,0.08867644,93.81,SYN.BTC-24APR20,6416.83,0.52564,0.00026,6.45904,-12.98511,1.79239
deribit,BTC-2APR20-6375-C,2020-04-01 00:01:23.842,2020-04-01 00:01:23.853907,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,66.58,0.025,16.4,85.65,0.02419397,82.31,SYN.BTC-2APR20,6428.67,0.57668,0.00122,1.52096,-46.97072,0.12967
deribit,BTC-10APR20-6500-P,2020-04-01 00:01:56.419,2020-04-01 00:01:56.429051,put,6500,2020-04-10 08:00:00,64.2,0.064,0.061,33.6,86.2,0.065,30.0,92.47,0.05737734,80.52,SYN.BTC-10APR20,6428.38,-0.50865,0.00048,4.09967,-17.68762,-0.93028
deribit,BTC-2APR20-6375-C,2020-04-01 00:07:31.420,2020-04-01 00:07:31.452771,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,65.68,0.0255,34.9,86.95,0.02458682,83.09,SYN.BTC-2APR20,6431.29,0.57943,0.00121,1.5171,-47.44434,0.12987
deribit,BTC-24APR20-6500-P,2020-04-01 00:07:32.160,2020-04-01 00:07:32.176091,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1,33.2,92.34,0.104,15.0,96.31,0.1016289,93.99,SYN.BTC-24APR20,6418.37,-0.47384,0.00026,6.45938,-13.01214,-2.36077
deribit,BTC-24APR20-6500-C,2020-04-01 00:07:32.243,2020-04-01 00:07:32.254030,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.081,18.0,86.1,0.084,21.7,89.07,0.0889115,93.98,SYN.BTC-24APR20,6418.37,0.52616,0.00026,6.45938,-13.01168,1.7935
deribit,BTC-24APR20-6500-P,2020-04-01 00:07:32.246,2020-04-01 00:07:32.258232,put,6500,2020-04-24 08:00:00,343.9,0.103,0.1005,12.0,92.83,0.104,17.0,96.31,0.1016289,93.99,SYN.BTC-24APR20,6418.37,-0.47384,0.00026,6.45938,-13.01214,-2.36077
deribit,BTC-24APR20-6500-P,2020-04-01 00:07:32.281,2020-04-01 00:07:32.291012,put,6500,2020-04-24 08:00:00,343.9,0.103,0.101,18.7,93.33,0.104,17.0,96.31,0.1016289,93.99,SYN.BTC-24APR20,6418.37,-0.47384,0.00026,6.45938,-13.01214,-2.36077
