exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-18SEP20-11750-C,2020-08-31 23:59:55.595,2020-09-01 00:00:00.273018,call,11750,2020-09-18 08:00:00,13.1,0.044,0.0395,30.0,46.72,0.042,30.5,49.6,0.03989593,47.17,SYN.BTC-18SEP20,11722.82,0.51151,0.00033,10.18723,-13.86034,2.62555
deribit,BTC-18SEP20-11500-C,2020-08-31 23:59:55.595,2020-09-01 00:00:00.315755,call,11500,2020-09-18 08:00:00,0.0,,0.0495,18.0,45.62,0.054,44.1,50.94,0.05100187,47.38,SYN.BTC-18SEP20,11722.82,0.59386,0.00032,9.9081,-13.54278,3.02215
deribit,BTC-2SEP20-11625-C,2020-08-31 23:59:57.198,2020-09-01 00:00:00.361755,call,11625,2020-09-02 08:00:00,8.7,0.014,0.01,0.5,34.46,0.0115,18.0,40.75,0.01077987,37.74,SYN.BTC-2SEP20,11662.47,0.56061,0.00148,2.77954,-39.33482,0.23424
deribit,BTC-25SEP20-11500-C,2020-08-31 23:59:57.353,2020-09-01 00:00:00.272888,call,11500,2020-09-25 08:00:00,771.6,0.065,0.063,0.5,50.77,0.0655,17.0,53.26,0.06457798,52.34,BTC-25SEP20,11749.32,0.58951,0.00024,11.79665,-12.68704,4.1117
deribit,BTC-18SEP20-11750-C,2020-09-01 00:00:12.871,2020-09-01 00:00:12.939264,call,11750,2020-09-18 08:00:00,13.1,0.044,0.039,30.0,46.14,0.042,30.5,49.6,0.03991753,47.2,SYN.BTC-18SEP20,11722.9,0.51156,0.00033,10.18726,-13.86902,2.62566
deribit,BTC-2SEP20-11625-C,2020-09-01 00:00:20.720,2020-09-01 00:00:20.728940,call,11625,2020-09-02 08:00:00,8.7,0.014,0.01,0.5,34.48,0.012,36.0,42.87,0.0107766,37.73,SYN.BTC-2SEP20,11662.36,0.56044,0.00148,2.77969,-39.33127,0.23417
deribit,BTC-25SEP20-11500-C,2020-09-01 00:00:22.304,2020-09-01 00:00:22.587043,call,11500,2020-09-25 08:00:00,771.6,0.065,0.063,0.5,50.74,0.066,17.8,53.73,0.06457658,52.33,BTC-25SEP20,11749.92,0.58966,0.00024,11.79621,-12.68516,4.11293
deribit,BTC-25SEP20-11500-C,2020-09-01 00:00:33.093,2020-09-01 00:00:33.101134,call,11500,2020-09-25 08:00:00,771.6,0.065,0.0635,0.5,50.96,0.066,17.5,53.45,0.06484853,52.34,BTC-25SEP20,11756.24,0.59121,0.00024,11.79166,-12.68103,4.12492
deribit,BTC-2SEP20-11625-C,2020-09-01 00:00:34.470,2020-09-01 00:00:34.480812,call,11625,2020-09-02 08:00:00,8.7,0.014,0.01,18.5,33.14,0.0125,36.0,43.67,0.01109123,37.74,SYN.BTC-2SEP20,11669.02,0.57029,0.00148,2.76912,-39.21302,0.23824
deribit,BTC-18SEP20-11750-C,2020-09-01 00:00:35.623,2020-09-01 00:00:35.646013,call,11750,2020-09-18 08:00:00,13.1,0.044,0.04,29.7,46.99,0.042,30.5,49.29,0.04015866,47.16,SYN.BTC-18SEP20,11729.52,0.51373,0.00033,10.19105,-13.86501,2.63779
deribit,BTC-18SEP20-11500-C,2020-09-01 00:00:37.899,2020-09-01 00:00:37.905784,call,11500,2020-09-18 08:00:00,0.0,,0.05,18.0,45.77,0.054,26.1,50.5,0.05131297,47.39,SYN.BTC-18SEP20,11730.9,0.59643,0.00032,9.89888,-13.53336,3.03633
deribit,BTC-2SEP20-11625-C,2020-09-01 00:00:38.336,2020-09-01 00:00:38.363202,call,11625,2020-09-02 08:00:00,8.7,0.014,0.0105,0.5,34.61,0.0125,35.0,43.05,0.01115914,37.73,SYN.BTC-2SEP20,11672.15,0.57493,0.00147,2.76388,-39.12818,0.24022
deribit,BTC-25SEP20-11500-C,2020-09-01 00:00:42.659,2020-09-01 00:00:42.667286,call,11500,2020-09-25 08:00:00,771.6,0.065,0.0635,0.5,50.82,0.0665,17.8,53.81,0.06502544,52.34,BTC-25SEP20,11759.34,0.59196,0.00024,11.78944,-12.67865,4.13086
