exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-2APR20-6375-C,2020-03-31 23:59:57.539,2020-04-01 00:00:00.327043,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,68.93,0.0245,18.9,85.79,0.02354151,81.76,SYN.BTC-2APR20,6422.3,0.56919,0.00124,1.5252,-46.76266,0.12801
deribit,BTC-24APR20-6500-C,2020-03-31 23:59:59.800,2020-04-01 00:00:00.341113,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0805,17.6,86.21,0.0845,32.7,90.18,0.08831113,93.97,SYN.BTC-24APR20,6409.16,0.52375,0.00026,6.45331,-12.99479,1.78405
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:12.531,2020-04-01 00:00:12.542275,call,6375,2020-04-02 08:00:00,1.6,0.021,0.021,11.0,70.74,0.0245,18.9,85.5,0.02362264,81.81,SYN.BTC-2APR20,6423.13,0.57019,0.00124,1.52471,-46.77383,0.12824
deribit,BTC-24APR20-6500-C,2020-04-01 00:00:22.258,2020-04-01 00:00:22.272292,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.081,12.0,86.44,0.0845,9.0,89.91,0.0884821,93.87,SYN.BTC-24APR20,6413.15,0.52472,0.00026,6.45638,-12.98686,1.78844
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:22.477,2020-04-01 00:00:22.488863,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0215,11.0,71.61,0.0245,0.4,84.29,0.02384162,81.51,SYN.BTC-2APR20,6426.52,0.57457,0.00124,1.52241,-46.5337,0.12929
deribit,BTC-24APR20-6500-C,2020-04-01 00:00:27.897,2020-04-01 00:00:27.908731,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.081,32.8,86.14,0.085,11.0,90.12,0.08871859,93.81,SYN.BTC-24APR20,6417.5,0.52581,0.00026,6.45963,-12.98522,1.79317
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:28.503,2020-04-01 00:00:28.514999,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0215,11.0,70.01,0.025,0.4,84.85,0.02416256,81.31,SYN.BTC-2APR20,6430.8,0.58001,0.00124,1.5193,-46.32367,0.13058
deribit,BTC-24APR20-6500-C,2020-04-01 00:00:32.328,2020-04-01 00:00:32.342963,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0815,12.0,86.39,0.085,11.0,89.86,0.08892784,93.76,SYN.BTC-24APR20,6421.26,0.52676,0.00026,6.4623,-12.98471,1.7972
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:38.337,2020-04-01 00:00:38.353095,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0215,11.0,68.28,0.0255,5.4,85.31,0.02465507,81.73,SYN.BTC-2APR20,6435.4,0.58536,0.00123,1.51565,-46.47497,0.13174
deribit,BTC-2APR20-6375-C,2020-04-01 00:00:49.993,2020-04-01 00:00:50.002844,call,6375,2020-04-02 08:00:00,1.6,0.021,0.021,11.0,66.57,0.0255,16.4,85.72,0.02459198,81.87,SYN.BTC-2APR20,6434.28,0.58389,0.00123,1.51661,-46.58583,0.13139
deribit,BTC-24APR20-6500-C,2020-04-01 00:01:14.723,2020-04-01 00:01:14.735630,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0805,27.0,85.52,0.085,32.7,89.99,0.08881222,93.8,SYN.BTC-24APR20,6419.37,0.52629,0.00026,6.4609,-12.98727,1.79513
deribit,BTC-2APR20-6375-C,2020-04-01 00:01:14.879,2020-04-01 00:01:14.890149,call,6375,2020-04-02 08:00:00,1.6,0.021,0.021,29.5,67.21,0.025,11.0,84.21,0.02451426,82.31,SYN.BTC-2APR20,6432.61,0.5815,0.00122,1.51815,-46.88425,0.13081
deribit,BTC-24APR20-6500-C,2020-04-01 00:01:17.347,2020-04-01 00:01:17.357897,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.0805,25.0,85.7,0.084,9.0,89.17,0.08867644,93.81,SYN.BTC-24APR20,6416.83,0.52564,0.00026,6.45904,-12.98511,1.79239
deribit,BTC-2APR20-6375-C,2020-04-01 00:01:23.842,2020-04-01 00:01:23.853907,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,66.58,0.025,16.4,85.65,0.02419397,82.31,SYN.BTC-2APR20,6428.67,0.57668,0.00122,1.52096,-46.97072,0.12967
deribit,BTC-2APR20-6375-C,2020-04-01 00:07:31.420,2020-04-01 00:07:31.452771,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,65.68,0.0255,34.9,86.95,0.02458682,83.09,SYN.BTC-2APR20,6431.29,0.57943,0.00121,1.5171,-47.44434,0.12987
deribit,BTC-24APR20-6500-C,2020-04-01 00:07:32.243,2020-04-01 00:07:32.254030,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.081,18.0,86.1,0.084,21.7,89.07,0.0889115,93.98,SYN.BTC-24APR20,6418.37,0.52616,0.00026,6.45938,-13.01168,1.7935
deribit,BTC-2APR20-6375-C,2020-04-01 00:12:18.300,2020-04-01 00:12:18.313071,call,6375,2020-04-02 08:00:00,1.6,0.021,0.0205,11.0,68.13,0.024,5.0,82.97,0.02398551,82.91,SYN.BTC-2APR20,6425.04,0.57202,0.00122,1.51912,-47.52705,0.12782
deribit,BTC-2APR20-6375-C,2020-04-01 00:12:19.653,2020-04-01 00:12:19.666792,call,6375,2020-04-02 08:00:00,1.6,0.021,0.02,11.0,66.44,0.024,5.0,83.39,0.02387963,83.31,SYN.BTC-2APR20,6423.86,0.57033,0.00122,1.52002,-47.78743,0.12741
deribit,BTC-10APR20-6250-C,2020-04-01 00:12:28.082,2020-04-01 00:12:28.097117,call,6250,2020-04-10 08:00:00,122.5,0.068,0.063,9.6,77.87,0.0665,15.0,83.56,0.07090364,90.7,SYN.BTC-10APR20,6416.02,0.59999,0.00042,3.96204,-19.26853,0.86726
deribit,BTC-10APR20-6250-C,2020-04-01 00:12:29.894,2020-04-01 00:12:29.908812,call,6250,2020-04-10 08:00:00,122.5,0.068,0.063,9.6,78.07,0.067,25.0,84.56,0.07088,90.85,SYN.BTC-10APR20,6414.6,0.59933,0.00041,3.96287,-19.30456,0.86603
deribit,BTC-24APR20-6500-C,2020-04-01 00:12:36.571,2020-04-01 00:12:36.586771,call,6500,2020-04-24 08:00:00,380.1,0.0895,0.08,27.0,85.94,0.084,32.7,89.91,0.08592113,91.8,SYN.BTC-24APR20,6406.17,0.52128,0.00027,6.45131,-12.69503,1.78229
