exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-26JUN20-9500-C,2020-05-31 23:59:59.534,2020-06-01 00:00:00.219384,call,9500,2020-06-26 08:00:00,319.2,0.073,0.0695,9.6,67.05,0.0725,20.5,69.91,0.07108145,68.56,BTC-26JUN20,9481.96,0.5318,0.00023,9.93403,-13.44203,3.03202
deribit,BTC-2JUN20-9375-C,2020-05-31 23:59:59.941,2020-06-01 00:00:00.217610,call,9375,2020-06-02 08:00:00,0.0,,0.0165,16.1,50.72,0.0215,16.1,72.03,0.01863434,59.5,SYN.BTC-2JUN20,9449.07,0.59359,0.00114,2.21537,-49.43421,0.19849
deribit,BTC-12JUN20-9500-C,2020-05-31 23:59:59.950,2020-06-01 00:00:00.224867,call,9500,2020-06-12 08:00:00,85.2,0.045,0.043,25.0,63.84,0.045,0.2,66.68,0.04395944,65.1,SYN.BTC-12JUN20,9462.77,0.50923,0.00037,6.65035,-19.10127,1.36726
deribit,BTC-2JUN20-9375-C,2020-06-01 00:00:04.793,2020-06-01 00:00:04.807018,call,9375,2020-06-02 08:00:00,0.0,,0.016,5.3,48.92,0.0215,16.1,72.36,0.01850624,59.62,SYN.BTC-2JUN20,9447.77,0.59197,0.00114,2.21724,-49.56986,0.19792
deribit,BTC-12JUN20-9250-C,2020-06-01 00:00:11.020,2020-06-01 00:00:11.041965,call,9250,2020-06-12 08:00:00,24.5,0.0555,0.0565,25.0,63.98,0.059,0.5,67.65,0.05773852,65.8,SYN.BTC-12JUN20,9461.25,0.59976,0.00035,6.44202,-18.70128,1.5923
deribit,BTC-12JUN20-9500-C,2020-06-01 00:00:11.514,2020-06-01 00:00:11.520543,call,9500,2020-06-12 08:00:00,85.2,0.045,0.043,25.0,63.94,0.0465,43.0,68.92,0.04386568,65.19,SYN.BTC-12JUN20,9461.25,0.50872,0.00037,6.64947,-19.12294,1.36558
deribit,BTC-12JUN20-9500-C,2020-06-01 00:00:11.520,2020-06-01 00:00:11.524356,call,9500,2020-06-12 08:00:00,85.2,0.045,0.043,25.0,63.94,0.046,20.0,68.21,0.04386568,65.19,SYN.BTC-12JUN20,9461.25,0.50872,0.00037,6.64947,-19.12294,1.36558
deribit,BTC-12JUN20-9250-C,2020-06-01 00:00:13.085,2020-06-01 00:00:13.090120,call,9250,2020-06-12 08:00:00,24.5,0.0555,0.0565,25.0,64.0,0.0605,22.0,69.87,0.05773312,65.81,SYN.BTC-12JUN20,9461.01,0.59967,0.00035,6.44224,-18.7045,1.59202
deribit,BTC-12JUN20-9250-C,2020-06-01 00:00:13.641,2020-06-01 00:00:13.646797,call,9250,2020-06-12 08:00:00,24.5,0.0555,0.0565,10.0,64.0,0.06,15.0,69.13,0.05772779,65.81,SYN.BTC-12JUN20,9461.01,0.59967,0.00035,6.44224,-18.7045,1.59202
deribit,BTC-12JUN20-9250-C,2020-06-01 00:00:13.643,2020-06-01 00:00:13.650114,call,9250,2020-06-12 08:00:00,24.5,0.0555,0.056,15.5,63.26,0.06,15.0,69.13,0.05772779,65.81,SYN.BTC-12JUN20,9461.01,0.59967,0.00035,6.44224,-18.7045,1.59202
deribit,BTC-12JUN20-9500-C,2020-06-01 00:00:13.647,2020-06-01 00:00:13.653347,call,9500,2020-06-12 08:00:00,85.2,0.045,0.0425,15.0,63.25,0.046,20.0,68.23,0.04383666,65.16,SYN.BTC-12JUN20,9461.01,0.50861,0.00037,6.64934,-19.11526,1.36534
deribit,BTC-12JUN20-9250-C,2020-06-01 00:00:16.221,2020-06-01 00:00:16.228091,call,9250,2020-06-12 08:00:00,24.5,0.0555,0.056,33.5,63.3,0.059,0.5,67.71,0.05769633,65.78,SYN.BTC-12JUN20,9460.53,0.59952,0.00035,6.44252,-18.69656,1.59165
deribit,BTC-12JUN20-9500-C,2020-06-01 00:00:18.562,2020-06-01 00:00:18.574070,call,9500,2020-06-12 08:00:00,85.2,0.045,0.0425,45.0,63.28,0.0455,8.0,67.55,0.04380397,65.1,SYN.BTC-12JUN20,9460.58,0.50842,0.00037,6.64911,-19.09723,1.3649
deribit,BTC-26JUN20-9500-C,2020-06-01 00:00:18.868,2020-06-01 00:00:18.872290,call,9500,2020-06-26 08:00:00,319.2,0.073,0.069,10.2,66.65,0.0725,20.5,69.99,0.07135135,68.88,BTC-26JUN20,9480.32,0.53161,0.00023,9.93269,-13.50352,3.02854
