exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-6AUG21-41000-C,2021-08-01 00:00:00.513,2021-08-01 00:00:00.530523,call,41000,2021-08-06 08:00:00,649.7,0.042,0.044,13.1,77.5,0.047,4.0,83.83,0.04568681,81.38,BTC-6AUG21,41541.62,0.57244,0.0001,19.70184,-150.31972,3.19647
deribit,BTC-6AUG21-41000-C,2021-08-01 00:00:00.588,2021-08-01 00:00:00.638555,call,41000,2021-08-06 08:00:00,649.7,0.042,0.0445,0.1,78.56,0.047,4.0,83.83,0.04568681,81.38,BTC-6AUG21,41541.62,0.57244,0.0001,19.70184,-150.31972,3.19647
deribit,BTC-13AUG21-42000-C,2021-08-01 00:00:00.590,2021-08-01 00:00:00.636020,call,42000,2021-08-13 08:00:00,511.1,0.056,0.054,22.1,79.53,0.0565,9.0,82.94,0.05521344,81.24,BTC-13AUG21,41612.35,0.50502,6e-05,30.51348,-100.49904,6.324
deribit,BTC-13AUG21-41000-C,2021-08-01 00:00:00.639,2021-08-01 00:00:00.673498,call,41000,2021-08-13 08:00:00,19.0,0.07,0.065,4.1,78.84,0.068,13.0,83.0,0.0668001,81.4,BTC-13AUG21,41612.35,0.56902,6e-05,30.05799,-99.19444,7.06099
deribit,BTC-13AUG21-41000-C,2021-08-01 00:00:07.129,2021-08-01 00:00:07.199028,call,41000,2021-08-13 08:00:00,19.0,0.07,0.0655,5.2,79.48,0.068,13.0,82.95,0.06683267,81.4,BTC-13AUG21,41615.41,0.56922,6e-05,30.05762,-99.18648,7.06377
deribit,BTC-20AUG21-42000-C,2021-08-01 00:00:07.328,2021-08-01 00:00:07.380898,call,42000,2021-08-20 08:00:00,88.3,0.07,0.07,1.6,79.91,0.0725,9.0,82.64,0.07116854,81.19,SYN.BTC-20AUG21,41700.95,0.522,5e-05,38.22978,-80.26859,9.9581
deribit,BTC-27AUG21-42000-C,2021-08-01 00:00:08.030,2021-08-01 00:00:08.054853,call,42000,2021-08-27 08:00:00,188.1,0.089,0.083,20.0,79.78,0.0855,7.2,82.13,0.0841529,80.85,BTC-27AUG21,41784.92,0.53384,4e-05,44.61383,-68.48701,13.55696
deribit,BTC-20AUG21-42000-C,2021-08-01 00:00:11.520,2021-08-01 00:00:11.529808,call,42000,2021-08-20 08:00:00,88.3,0.07,0.07,24.6,79.79,0.073,9.0,83.07,0.07122338,81.19,SYN.BTC-20AUG21,41710.8,0.52251,5e-05,38.23611,-80.28166,9.96922
deribit,BTC-6AUG21-41000-C,2021-08-01 00:00:13.099,2021-08-01 00:00:13.117396,call,41000,2021-08-06 08:00:00,649.7,0.042,0.0445,4.1,78.34,0.0475,13.0,84.67,0.04594291,81.38,BTC-6AUG21,41549.79,0.57323,0.0001,19.69848,-150.2905,3.20124
deribit,BTC-13AUG21-42000-C,2021-08-01 00:00:13.147,2021-08-01 00:00:13.157168,call,42000,2021-08-13 08:00:00,511.1,0.056,0.0545,1.5,79.96,0.0565,9.0,82.68,0.05542865,81.24,BTC-13AUG21,41629.59,0.50612,6e-05,30.52494,-100.53387,6.33956
deribit,BTC-13AUG21-42000-C,2021-08-01 00:00:13.166,2021-08-01 00:00:13.173086,call,42000,2021-08-13 08:00:00,511.1,0.056,0.0545,5.5,79.96,0.057,13.0,83.36,0.05542865,81.24,BTC-13AUG21,41629.59,0.50612,6e-05,30.52494,-100.53387,6.33956
deribit,BTC-13AUG21-41000-C,2021-08-01 00:00:13.168,2021-08-01 00:00:13.188630,call,41000,2021-08-13 08:00:00,19.0,0.07,0.0655,5.2,79.25,0.0685,13.0,83.4,0.06703417,81.39,BTC-13AUG21,41629.59,0.57011,6e-05,30.05584,-99.17361,7.07642
deribit,BTC-13AUG21-42000-C,2021-08-01 00:00:20.729,2021-08-01 00:00:20.759631,call,42000,2021-08-13 08:00:00,511.1,0.056,0.0545,4.0,80.19,0.056,9.0,82.23,0.05520798,81.24,BTC-13AUG21,41614.0,0.50512,6e-05,30.51459,-100.50185,6.32549
deribit,BTC-27AUG21-42000-C,2021-08-01 00:00:20.756,2021-08-01 00:00:20.772450,call,42000,2021-08-27 08:00:00,188.1,0.089,0.083,4.0,79.9,0.085,7.2,81.77,0.08402769,80.85,BTC-27AUG21,41773.83,0.53336,4e-05,44.60659,-68.4755,13.54232
deribit,BTC-13AUG21-41000-C,2021-08-01 00:00:20.773,2021-08-01 00:00:20.809790,call,41000,2021-08-13 08:00:00,19.0,0.07,0.0655,4.0,79.82,0.0675,13.0,82.59,0.0667788,81.38,BTC-13AUG21,41595.41,0.56796,6e-05,30.05983,-99.17395,7.04621
deribit,BTC-13AUG21-42000-C,2021-08-01 00:00:21.308,2021-08-01 00:00:21.316419,call,42000,2021-08-13 08:00:00,511.1,0.056,0.054,4.0,79.5,0.056,9.0,82.23,0.05527417,81.24,BTC-13AUG21,41614.0,0.50512,6e-05,30.51459,-100.50185,6.32549
deribit,BTC-20AUG21-42000-C,2021-08-01 00:00:21.987,2021-08-01 00:00:21.996383,call,42000,2021-08-20 08:00:00,88.3,0.07,0.07,4.0,80.21,0.072,9.0,82.39,0.07109768,81.19,SYN.BTC-20AUG21,41675.32,0.52069,5e-05,38.21301,-80.23464,9.92915
deribit,BTC-20AUG21-42000-C,2021-08-01 00:00:24.283,2021-08-01 00:00:24.326902,call,42000,2021-08-20 08:00:00,88.3,0.07,0.0695,4.0,79.87,0.072,9.0,82.59,0.07071127,81.19,SYN.BTC-20AUG21,41658.34,0.51982,5e-05,38.20167,-80.21155,9.90997
deribit,BTC-27AUG21-42000-C,2021-08-01 00:00:24.852,2021-08-01 00:00:24.894534,call,42000,2021-08-27 08:00:00,188.1,0.089,0.0825,4.0,79.93,0.085,7.2,82.27,0.08354915,80.85,BTC-27AUG21,41724.04,0.53118,4e-05,44.57323,-68.42603,13.47652
deribit,BTC-13AUG21-41000-C,2021-08-01 00:00:25.006,2021-08-01 00:00:25.046164,call,41000,2021-08-13 08:00:00,19.0,0.07,0.065,4.0,79.65,0.0675,13.0,83.11,0.06632344,81.38,BTC-13AUG21,41564.05,0.56597,6e-05,30.06272,-99.18368,7.01835
deribit,BTC-6AUG21-41000-C,2021-08-01 00:00:25.015,2021-08-01 00:00:25.075177,call,41000,2021-08-06 08:00:00,649.7,0.042,0.0445,4.0,79.59,0.0465,9.0,83.8,0.04533303,81.38,BTC-6AUG21,41503.05,0.56874,0.0001,19.71662,-150.42133,3.17401
deribit,BTC-27AUG21-42000-C,2021-08-01 00:00:25.169,2021-08-01 00:00:25.188564,call,42000,2021-08-27 08:00:00,188.1,0.089,0.0825,4.0,79.93,0.0845,7.2,81.8,0.08354915,80.85,BTC-27AUG21,41724.04,0.53118,4e-05,44.57323,-68.42603,13.47652
deribit,BTC-13AUG21-41000-C,2021-08-01 00:00:25.218,2021-08-01 00:00:25.230687,call,41000,2021-08-13 08:00:00,19.0,0.07,0.065,4.0,79.65,0.067,9.0,82.42,0.06632344,81.38,BTC-13AUG21,41564.05,0.56597,6e-05,30.06272,-99.18368,7.01835
deribit,BTC-20AUG21-42000-C,2021-08-01 00:00:26.076,2021-08-01 00:00:26.097434,call,42000,2021-08-20 08:00:00,88.3,0.07,0.0695,23.0,80.04,0.0725,9.0,83.31,0.07062631,81.19,SYN.BTC-20AUG21,41644.04,0.51909,5e-05,38.19198,-80.19209,9.89381
deribit,BTC-27AUG21-42000-C,2021-08-01 00:00:26.250,2021-08-01 00:00:26.259973,call,42000,2021-08-27 08:00:00,188.1,0.089,0.0825,24.0,79.92,0.0855,7.2,82.72,0.08349722,80.85,BTC-27AUG21,41725.23,0.53123,4e-05,44.57404,-68.4273,13.47809
deribit,BTC-27AUG21-42000-C,2021-08-01 00:01:10.398,2021-08-01 00:01:10.412287,call,42000,2021-08-27 08:00:00,188.1,0.089,0.083,4.0,80.4,0.0845,7.2,81.8,0.08349171,80.85,BTC-27AUG21,41724.28,0.53119,4e-05,44.57279,-68.43046,13.47645
deribit,BTC-13AUG21-42000-C,2021-08-01 00:01:10.629,2021-08-01 00:01:10.645860,call,42000,2021-08-13 08:00:00,511.1,0.056,0.054,5.4,79.8,0.0555,9.0,81.85,0.05504949,81.23,BTC-13AUG21,41593.86,0.50382,6e-05,30.50008,-100.45052,6.30696
deribit,BTC-6AUG21-41000-C,2021-08-01 00:01:11.075,2021-08-01 00:01:11.093157,call,41000,2021-08-06 08:00:00,649.7,0.042,0.0445,4.0,79.28,0.046,9.0,82.44,0.04548809,81.38,BTC-6AUG21,41514.75,0.56986,0.0001,19.711,-150.39548,3.18046
