exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-4OCT19-8250-C,2019-09-30 23:59:57.928,2019-10-01 00:00:00.249652,call,8250,2019-10-04 08:00:00,134.0,0.0385,0.036,20.0,85.55,0.038,14.8,90.83,0.03730905,89.01,SYN.BTC-4OCT19,8306.37,0.54878,0.00056,3.14305,-41.9627,0.38799
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:00.036,2019-10-01 00:00:00.264420,call,8500,2019-10-25 08:00:00,219.7,0.079,0.0785,15.0,85.6,0.0815,16.5,88.52,0.0808814,87.91,SYN.BTC-25OCT19,8319.08,0.50747,0.00021,8.56769,-15.47724,2.36587
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:04.416,2019-10-01 00:00:04.426021,call,8500,2019-10-25 08:00:00,219.7,0.079,0.079,10.0,86.02,0.0815,4.1,88.45,0.08095509,87.92,SYN.BTC-25OCT19,8320.45,0.50776,0.00021,8.56898,-15.48026,2.36747
deribit,BTC-4OCT19-8250-C,2019-10-01 00:00:04.454,2019-10-01 00:00:04.462524,call,8250,2019-10-04 08:00:00,134.0,0.0385,0.036,20.0,85.29,0.0385,3.7,91.9,0.03743117,89.08,SYN.BTC-4OCT19,8307.93,0.54964,0.00056,3.14279,-41.99168,0.38862
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:04.517,2019-10-01 00:00:04.527169,call,8500,2019-10-25 08:00:00,219.7,0.079,0.079,10.0,86.02,0.082,14.1,88.93,0.08095509,87.92,SYN.BTC-25OCT19,8320.45,0.50776,0.00021,8.56898,-15.48026,2.36747
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:07.077,2019-10-01 00:00:07.087137,call,8500,2019-10-25 08:00:00,219.7,0.079,0.0785,10.0,85.53,0.082,31.5,88.93,0.08095733,87.91,SYN.BTC-25OCT19,8320.58,0.50778,0.00021,8.5691,-15.47863,2.36763
deribit,BTC-4OCT19-8250-C,2019-10-01 00:00:08.509,2019-10-01 00:00:08.526601,call,8250,2019-10-04 08:00:00,134.0,0.0385,0.036,20.0,84.93,0.039,4.1,92.86,0.03751665,88.94,SYN.BTC-4OCT19,8310.14,0.55091,0.00056,3.14236,-41.92246,0.38962
deribit,BTC-4OCT19-8250-C,2019-10-01 00:00:11.316,2019-10-01 00:00:11.325305,call,8250,2019-10-04 08:00:00,134.0,0.0385,0.0365,15.0,86.22,0.039,14.8,92.83,0.03758089,89.07,SYN.BTC-4OCT19,8310.36,0.551,0.00056,3.14235,-41.98558,0.38965
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:11.329,2019-10-01 00:00:11.337442,call,8500,2019-10-25 08:00:00,219.7,0.079,0.079,10.0,85.89,0.0825,16.1,89.29,0.08108448,87.91,SYN.BTC-25OCT19,8323.05,0.50831,0.00021,8.57142,-15.48398,2.37052
deribit,BTC-4OCT19-8250-C,2019-10-01 00:00:12.686,2019-10-01 00:00:12.704643,call,8250,2019-10-04 08:00:00,134.0,0.0385,0.0365,15.0,86.21,0.0395,22.8,94.14,0.03757949,89.06,SYN.BTC-4OCT19,8310.42,0.55104,0.00056,3.14233,-41.97887,0.38969
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:14.880,2019-10-01 00:00:14.890266,call,8500,2019-10-25 08:00:00,219.7,0.079,0.0795,10.0,86.31,0.0825,14.1,89.23,0.08113509,87.9,SYN.BTC-25OCT19,8324.3,0.50856,0.00021,8.5726,-15.48377,2.37199
deribit,BTC-25OCT19-8500-C,2019-10-01 00:00:15.889,2019-10-01 00:00:15.897846,call,8500,2019-10-25 08:00:00,219.7,0.079,0.0795,10.0,86.24,0.083,25.1,89.64,0.08114762,87.84,SYN.BTC-25OCT19,8325.71,0.5088,0.00021,8.57393,-15.476,2.37367
