exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-7JUN19-8500-C,2019-05-31 23:59:59.158,2019-06-01 00:00:00.254774,call,8500,2019-06-07 08:00:00,302.6,0.047,0.046,18.0,81.91,0.05,1.9,89.57,0.04649602,82.86,index_price,8551.97,0.54396,0.00042,4.46682,-29.22017,0.73819
deribit,BTC-14JUN19-8500-C,2019-05-31 23:59:59.707,2019-06-01 00:00:00.270500,call,8500,2019-06-14 08:00:00,3.5,0.066,0.0665,18.0,83.51,,,,0.06557045,82.28,index_price,8551.97,0.54673,0.00029,6.476,-19.98254,1.50313
deribit,BTC-28JUN19-8500-C,2019-05-31 23:59:59.932,2019-06-01 00:00:00.261252,call,8500,2019-06-28 08:00:00,41.2,0.105,0.1005,5.0,84.36,0.108,8.0,91.36,0.10373159,87.38,BTC-28JUN19,8658.63,0.57804,0.00019,9.27132,-14.81867,3.07546
deribit,BTC-28JUN19-8500-C,2019-06-01 00:00:00.363,2019-06-01 00:00:00.374375,call,8500,2019-06-28 08:00:00,41.2,0.105,0.098,14.4,82.02,0.108,8.0,91.36,0.10373159,87.38,BTC-28JUN19,8658.63,0.57804,0.00019,9.27132,-14.81867,3.07546
deribit,BTC-28JUN19-8500-C,2019-06-01 00:00:00.402,2019-06-01 00:00:00.412752,call,8500,2019-06-28 08:00:00,41.2,0.105,0.1,5.0,83.89,0.108,8.0,91.36,0.10373159,87.38,BTC-28JUN19,8658.63,0.57804,0.00019,9.27132,-14.81867,3.07546
deribit,BTC-28JUN19-8500-C,2019-06-01 00:00:11.294,2019-06-01 00:00:11.293568,call,8500,2019-06-28 08:00:00,41.2,0.105,0.1,5.0,84.01,0.1075,3.0,91.01,0.10362073,87.39,BTC-28JUN19,8656.3,0.5776,0.00019,9.27086,-14.82059,3.07252
deribit,BTC-7JUN19-8500-C,2019-06-01 00:00:12.238,2019-06-01 00:00:12.237740,call,8500,2019-06-07 08:00:00,302.6,0.047,0.046,18.0,82.48,0.0495,1.9,89.18,0.04624686,82.96,index_price,8546.81,0.54177,0.00042,4.46678,-29.25399,0.73487
deribit,BTC-14JUN19-8500-C,2019-06-01 00:00:31.106,2019-06-01 00:00:31.110848,call,8500,2019-06-14 08:00:00,3.5,0.066,0.066,18.0,83.19,,,,0.06528789,82.25,index_price,8547.35,0.54536,0.00029,6.47508,-19.97263,1.49893
deribit,BTC-7JUN19-8500-C,2019-06-01 00:00:48.588,2019-06-01 00:00:48.592969,call,8500,2019-06-07 08:00:00,302.6,0.047,0.0455,18.0,81.66,0.0495,1.9,89.31,0.04612739,82.86,index_price,8545.7,0.5413,0.00043,4.46651,-29.21985,0.73416
deribit,BTC-7JUN19-8500-C,2019-06-01 00:01:39.974,2019-06-01 00:01:39.979347,call,8500,2019-06-07 08:00:00,302.6,0.047,0.0465,18.0,82.76,0.05,1.9,89.46,0.04655534,82.84,index_price,8553.04,0.54442,0.00042,4.46632,-29.21471,0.73873
